Code_Without_Decimal,Title,OPCS_Version
G549,Unspecified therapeutic endoscopic operations on duodenum,4.1
G55,Diagnostic endoscopic examination of duodenum,4.1
G551,Diagnostic endoscopic examination of duodenum and biopsy of lesion of duodenum,4.1
G558,Other specified diagnostic endoscopic examination of duodenum,4.1
G559,Unspecified diagnostic endoscopic examination of duodenum,4.1
G57,Other operations on duodenum,4.1
G571,Intubation of duodenum for studies of pancreatic function HFQ,4.1
G572,Intubation of duodenum NEC,4.1
G578,Other specified other operations on duodenum,4.1
G579,Unspecified other operations on duodenum,4.1
G58,Excision of jejunum,4.1
G581,Total jejunectomy and anastomosis of stomach to ileum,4.1
G582,Total jejunectomy and anastomosis of duodenum to ileum,4.1
G583,Total jejunectomy and anastomosis of duodenum to colon,4.1
G584,Partial jejunectomy and anastomosis of jejunum to ileum,4.1
G585,Partial jejunectomy and anastomosis of duodenum to colon,4.1
G588,Other specified excision of jejunum,4.1
G589,Unspecified excision of jejunum,4.1
G59,Extirpation of lesion of jejunum,4.1
G591,Excision of lesion of jejunum,4.1
G592,Open destruction of lesion of jejunum,4.1
G598,Other specified extirpation of lesion of jejunum,4.1
G599,Unspecified extirpation of lesion of jejunum,4.1
G60,Artificial opening into jejunum,4.1
G601,Creation of jejunostomy,4.1
G602,Refashioning of jejunostomy,4.1
G603,Closure of jejunostomy,4.1
G604,Attention to jejunostomy tube,4.1
G608,Other specified artificial opening into jejunum,4.1
G609,Unspecified artificial opening into jejunum,4.1
G61,Bypass of jejunum,4.1
G611,Bypass of jejunum by anastomosis of jejunum to jejunum,4.1
G612,Bypass of jejunum by anastomosis of jejunum to ileum,4.1
G613,Bypass of jejunum by anastomosis of jejunum to colon,4.1
G618,Other specified bypass of jejunum,4.1
G619,Unspecified bypass of jejunum,4.1
G62,Open endoscopic operations on jejunum,4.1
G621,Open jejunoscopy,4.1
G628,Other specified open endoscopic operations on jejunum,4.1
G629,Unspecified open endoscopic operations on jejunum,4.1
G63,Other open operations on jejunum,4.1
G631,Open biopsy of lesion of jejunum,4.1
G632,Incision of jejunum,4.1
G633,Closure of perforation of jejunum,4.1
G634,Open intubation of jejunum,4.1
G638,Other specified other open operations on jejunum,4.1
G639,Unspecified other open operations on jejunum,4.1
G64,Therapeutic endoscopic operations on jejunum,4.1
G641,Endoscopic extirpation of lesion of jejunum,4.1
G642,Endoscopic dilation of jejunum,4.1
G643,Endoscopic insertion of tubal prosthesis into jejunum,4.1
G648,Other specified therapeutic endoscopic operations on jejunum,4.1
G649,Unspecified therapeutic endoscopic operations on jejunum,4.1
G65,Diagnostic endoscopic examination of jejunum,4.1
G651,Diagnostic endoscopic examination of jejunum and biopsy of lesion of jejunum,4.1
G658,Other specified diagnostic endoscopic examination of jejunum,4.1
G659,Unspecified diagnostic endoscopic examination of jejunum,4.1
G67,Other operations on jejunum,4.1
G671,Intubation of jejunum for decompression of intestine,4.1
G672,Intubation of jejunum for measurement of intestinal function,4.1
G673,Passage of Crosby capsule into jejunum for biopsy of mucosa of jejunum,4.1
G674,Intubation of jejunum NEC,4.1
G675,Insertion of nasojejunal tube,4.1
G678,Other specified other operations on jejunum,4.1
G679,Unspecified other operations on jejunum,4.1
G68,Transplantation of ileum,4.1
G681,Allotransplantation of ileum,4.1
G688,Other specified transplantation of ileum,4.1
G689,Unspecified transplantation of ileum,4.1
G69,Excision of ileum,4.1
G691,Ileectomy and anastomosis of stomach to ileum,4.1
G692,Ileectomy and anastomosis of duodenum to ileum,4.1
G693,Ileectomy and anastomosis of ileum to ileum,4.1
G694,Ileectomy and anastomosis of ileum to colon,4.1
G698,Other specified excision of ileum,4.1
G699,Unspecified excision of ileum,4.1
G70,Open extirpation of lesion of ileum,4.1
G701,Excision of Meckel's diverticulum,4.1
G702,Excision of lesion of ileum NEC,4.1
G703,Open destruction of lesion of ileum,4.1
G708,Other specified open extirpation of lesion of ileum,4.1
G709,Unspecified open extirpation of lesion of ileum,4.1
G71,Bypass of ileum,4.1
G711,Bypass of ileum by anastomosis of jejunum to ileum,4.1
G712,Bypass of ileum by anastomosis of ileum to ileum,4.1
G713,Bypass of ileum by anastomosis of ileum to caecum,4.1
G714,Bypass of ileum by anastomosis of ileum to transverse colon,4.1
G715,Bypass of ileum by anastomosis of ileum to colon NEC,4.1
G716,Duodenal switch,4.1
G717,Reversal of duodenal switch,4.1
G718,Other specified bypass of ileum,4.1
G719,Unspecified bypass of ileum,4.1
G72,Other connection of ileum,4.1
G721,Anastomosis of ileum to caecum,4.1
G722,Anastomosis of ileum to transverse colon,4.1
G723,Anastomosis of ileum to colon NEC,4.1
G724,Anastomosis of ileum to rectum,4.1
G725,Anastomosis of ileum to anus and creation of pouch HFQ,4.1
G728,Other specified other connection of ileum,4.1
G729,Unspecified other connection of ileum,4.1
G73,Attention to connection of ileum,4.1
G731,Revision of anastomosis of ileum,4.1
G732,Closure of anastomosis of ileum,4.1
G733,Resection of ileostomy,4.1
G734,Resection of ileocolic anastomosis,4.1
G738,Other specified attention to connection of ileum,4.1
G739,Unspecified attention to connection of ileum,4.1
G74,Creation of artificial opening into ileum,4.1
G741,Creation of continent ileostomy,4.1
G742,Creation of temporary ileostomy,4.1
G743,Creation of defunctioning ileostomy,4.1
G748,Other specified creation of artificial opening into ileum,4.1
G749,Unspecified creation of artificial opening into ileum,4.1
G75,Attention to artificial opening into ileum,4.1
G751,Refashioning of ileostomy,4.1
G752,Repair of prolapse of ileostomy,4.1
G753,Closure of ileostomy,4.1
G754,Dilation of ileostomy,4.1
G755,Reduction of prolapse of ileostomy,4.1
G756,Resiting of ileostomy,4.1
G758,Other specified attention to artificial opening into ileum,4.1
G759,Unspecified attention to artificial opening into ileum,4.1
G76,Intra-abdominal manipulation of ileum,4.1
G761,Open reduction of intussusception of ileum,4.1
G762,Open relief of strangulation of ileum,4.1
G763,Open relief of obstruction of ileum NEC,4.1
G764,Plication of ileum,4.1
G768,Other specified intra-abdominal manipulation of ileum,4.1
G769,Unspecified intra-abdominal manipulation of ileum,4.1
G78,Other open operations on ileum,4.1
G781,Open biopsy of lesion of ileum,4.1
G782,Strictureplasty of ileum,4.1
G783,Removal of foreign body from ileum,4.1
G784,Closure of perforation of ileum,4.1
G785,Exclusion of segment of ileum,4.1
G786,Open intubation of ileum,4.1
G788,Other specified other open operations on ileum,4.1
G789,Unspecified other open operations on ileum,4.1
G79,Therapeutic endoscopic operations on ileum,4.1
G791,Endoscopic extirpation of lesion of ileum,4.1
G792,Endoscopic dilation of ileum,4.1
G793,Endoscopic insertion of tubal prosthesis into ileum,4.1
G798,Other specified therapeutic endoscopic operations on ileum,4.1
G799,Unspecified therapeutic endoscopic operations on ileum,4.1
G80,Diagnostic endoscopic examination of ileum,4.1
G801,Diagnostic endoscopic examination of ileum and biopsy of lesion of ileum,4.1
G802,Code retired - refer to introduction,4.1
G803,Diagnostic endoscopic balloon examination of ileum,4.1
G808,Other specified diagnostic endoscopic examination of ileum,4.1
G809,Unspecified diagnostic endoscopic examination of ileum,4.1
G82,Other operations on ileum,4.1
G821,Radiological reduction of intussusception of ileum using barium enema,4.1
G822,Intubation of ileum for decompression of intestine,4.1
G823,Intubation of ileum for studies on function HFQ,4.1
G824,Intubation of ileum NEC,4.1
G825,Radiological reduction of intussusception of ileum using air enema,4.1
G828,Other specified other operations on ileum,4.1
G829,Unspecified other operations on ileum,4.1
H01,Emergency excision of appendix,4.1
H011,Emergency excision of abnormal appendix and drainage HFQ,4.1
H012,Emergency excision of abnormal appendix NEC,4.1
H013,Emergency excision of normal appendix,4.1
H018,Other specified emergency excision of appendix,4.1
H019,Unspecified emergency excision of appendix,4.1
H02,Other excision of appendix,4.1
H021,Interval appendicectomy,4.1
H022,Planned delayed appendicectomy NEC,4.1
H023,Prophylactic appendicectomy NEC,4.1
H024,Incidental appendicectomy,4.1
H028,Other specified other excision of appendix,4.1
H029,Unspecified other excision of appendix,4.1
H03,Other operations on appendix,4.1
H031,Drainage of abscess of appendix,4.1
H032,Drainage of appendix NEC,4.1
H033,Exteriorisation of appendix,4.1
H038,Other specified other operations on appendix,4.1
H039,Unspecified other operations on appendix,4.1
H04,Total excision of colon and rectum,4.1
H041,Panproctocolectomy and ileostomy,4.1
H042,Panproctocolectomy and anastomosis of ileum to anus and creation of pouch HFQ,4.1
H043,Panproctocolectomy and anastomosis of ileum to anus NEC,4.1
H048,Other specified total excision of colon and rectum,4.1
H049,Unspecified total excision of colon and rectum,4.1
H05,Total excision of colon,4.1
H051,Total colectomy and anastomosis of ileum to rectum,4.1
H052,Total colectomy and ileostomy and creation of rectal fistula HFQ,4.1
H053,Total colectomy and ileostomy NEC,4.1
H058,Other specified total excision of colon,4.1
H059,Unspecified total excision of colon,4.1
H06,Extended excision of right hemicolon,4.1
H061,Extended right hemicolectomy and end to end anastomosis,4.1
H062,Extended right hemicolectomy and anastomosis of ileum to colon,4.1
H063,Extended right hemicolectomy and anastomosis NEC,4.1
H064,Extended right hemicolectomy and ileostomy HFQ,4.1
H065,Extended right hemicolectomy and end to side anastomosis,4.1
H068,Other specified extended excision of right hemicolon,4.1
H069,Unspecified extended excision of right hemicolon,4.1
H07,Other excision of right hemicolon,4.1
H071,Right hemicolectomy and end to end anastomosis of ileum to colon,4.1
H072,Right hemicolectomy and side to side anastomosis of ileum to transverse colon,4.1
H073,Right hemicolectomy and anastomosis NEC,4.1
H074,Right hemicolectomy and ileostomy HFQ,4.1
H075,Right hemicolectomy and end to side anastomosis,4.1
H078,Other specified other excision of right hemicolon,4.1
H079,Unspecified other excision of right hemicolon,4.1
H08,Excision of transverse colon,4.1
H081,Transverse colectomy and end to end anastomosis,4.1
H082,Transverse colectomy and anastomosis of ileum to colon,4.1
H083,Transverse colectomy and anastomosis NEC,4.1
H084,Transverse colectomy and ileostomy HFQ,4.1
H085,Transverse colectomy and exteriorisation of bowel NEC,4.1
H086,Transverse colectomy and end to side anastomosis,4.1
H088,Other specified excision of transverse colon,4.1
H089,Unspecified excision of transverse colon,4.1
H09,Excision of left hemicolon,4.1
H091,Left hemicolectomy and end to end anastomosis of colon to rectum,4.1
H092,Left hemicolectomy and end to end anastomosis of colon to colon,4.1
H093,Left hemicolectomy and anastomosis NEC,4.1
H094,Left hemicolectomy and ileostomy HFQ,4.1
H095,Left hemicolectomy and exteriorisation of bowel NEC,4.1
H096,Left hemicolectomy and end to side anastomosis,4.1
H098,Other specified excision of left hemicolon,4.1
H099,Unspecified excision of left hemicolon,4.1
H10,Excision of sigmoid colon,4.1
H101,Sigmoid colectomy and end to end anastomosis of ileum to rectum,4.1
H102,Sigmoid colectomy and anastomosis of colon to rectum,4.1
H103,Sigmoid colectomy and anastomosis NEC,4.1
H104,Sigmoid colectomy and ileostomy HFQ,4.1
H105,Sigmoid colectomy and exteriorisation of bowel NEC,4.1
H106,Sigmoid colectomy and end to side anastomosis,4.1
H108,Other specified excision of sigmoid colon,4.1
H109,Unspecified excision of sigmoid colon,4.1
H11,Other excision of colon,4.1
H111,Colectomy and end to end anastomosis of colon to colon NEC,4.1
H112,Colectomy and side to side anastomosis of ileum to colon NEC,4.1
H113,Colectomy and anastomosis NEC,4.1
H114,Colectomy and ileostomy NEC,4.1
H115,Colectomy and exteriorisation of bowel NEC,4.1
H116,Colectomy and end to side anastomosis NEC,4.1
H118,Other specified other excision of colon,4.1
H119,Unspecified other excision of colon,4.1
H12,Extirpation of lesion of colon,4.1
H121,Excision of diverticulum of colon,4.1
H122,Excision of lesion of colon NEC,4.1
H123,Destruction of lesion of colon NEC,4.1
H128,Other specified extirpation of lesion of colon,4.1
H129,Unspecified extirpation of lesion of colon,4.1
H13,Bypass of colon,4.1
H131,Bypass of colon by anastomosis of ileum to colon,4.1
H132,Bypass of colon by anastomosis of caecum to sigmoid colon,4.1
H133,Bypass of colon by anastomosis of transverse colon to sigmoid colon,4.1
H134,Bypass of colon by anastomosis of transverse colon to rectum,4.1
H135,Bypass of colon by anastomosis of colon to rectum NEC,4.1
H138,Other specified bypass of colon,4.1
H139,Unspecified bypass of colon,4.1
H14,Exteriorisation of caecum,4.1
H141,Tube caecostomy,4.1
H142,Refashioning of caecostomy,4.1
H143,Closure of caecostomy,4.1
H144,Appendicocaecostomy,4.1
H148,Other specified exteriorisation of caecum,4.1
H149,Unspecified exteriorisation of caecum,4.1
H15,Other exteriorisation of colon,4.1
H151,Loop colostomy,4.1
H152,End colostomy,4.1
H153,Refashioning of colostomy,4.1
H154,Closure of colostomy,4.1
H155,Dilation of colostomy,4.1
H156,Reduction of prolapse of colostomy,4.1
H157,Percutaneous endoscopic sigmoid colostomy,4.1
H158,Other specified other exteriorisation of colon,4.1
H159,Unspecified other exteriorisation of colon,4.1
H16,Incision of colon,4.1
H161,Drainage of colon,4.1
H162,Caecotomy,4.1
H163,Colotomy,4.1
H168,Other specified incision of colon,4.1
H169,Unspecified incision of colon,4.1
H17,Intra-abdominal manipulation of colon,4.1
H171,Open reduction of intussusception of colon,4.1
H172,Open reduction of volvulus of caecum,4.1
H173,Open reduction of volvulus of sigmoid colon,4.1
H174,Open reduction of volvulus of colon NEC,4.1
H175,Open relief of strangulation of colon,4.1
H176,Open relief of obstruction of colon NEC,4.1
H178,Other specified intra-abdominal manipulation of colon,4.1
H179,Unspecified intra-abdominal manipulation of colon,4.1
H18,Open endoscopic operations on colon,4.1
H181,Open colonoscopy,4.1
H188,Other specified open endoscopic operations on colon,4.1
H189,Unspecified open endoscopic operations on colon,4.1
H19,Other open operations on colon,4.1
